,Date_Time,Temperature,Action1,Humidity,Ammonia_Gas_Level,Action2,Light,Action3,Water_Level,Action4,Cleaning
341,02/04/2019 08:37 AM,32,FanOff,54,63,ExhFanOFF,197,LightOFF,60,PumpOff,ProcessOFF
342,02/04/2019 08:37 AM,32,FanOff,54,64,ExhFanOFF,52,LightOFF,60,PumpOff,ProcessOFF
343,02/04/2019 08:36 AM,32,FanOff,54,64,ExhFanOFF,41,LightOFF,60,PumpOff,ProcessOFF
344,02/04/2019 08:36 AM,32,FanOff,54,64,ExhFanOFF,43,LightOFF,60,PumpOff,ProcessOFF
345,02/04/2019 08:35 AM,32,FanOff,54,64,ExhFanOFF,67,LightOFF,60,PumpOff,ProcessOFF
346,02/04/2019 08:34 AM,32,FanOff,53,65,ExhFanOFF,121,LightOFF,60,PumpOff,ProcessOFF
347,02/04/2019 08:34 AM,32,FanOff,54,64,ExhFanOFF,94,LightOFF,60,PumpOff,ProcessOFF
348,02/04/2019 08:33 AM,32,FanOff,53,65,ExhFanOFF,244,LightOFF,60,PumpOff,ProcessOFF
349,02/04/2019 08:33 AM,32,FanOff,53,66,ExhFanOFF,240,LightOFF,60,PumpOff,ProcessOFF
350,02/04/2019 08:32 AM,32,FanOff,53,66,ExhFanOFF,237,LightOFF,60,PumpOff,ProcessOFF
351,02/04/2019 08:31 AM,32,FanOff,53,67,ExhFanOFF,135,LightOFF,60,PumpOff,ProcessOFF
352,02/04/2019 08:31 AM,32,FanOff,53,66,ExhFanOFF,55,LightOFF,60,PumpOff,ProcessOFF
353,02/04/2019 08:30 AM,32,FanOff,53,66,ExhFanOFF,235,LightOFF,60,PumpOff,ProcessOFF
354,02/04/2019 08:30 AM,32,FanOff,53,67,ExhFanOFF,249,LightOFF,60,PumpOff,ProcessOFF
355,02/04/2019 08:29 AM,32,FanOff,53,68,ExhFanOFF,146,LightOFF,60,PumpOff,ProcessOFF
356,02/04/2019 08:28 AM,32,FanOff,53,67,ExhFanOFF,46,LightOFF,60,PumpOff,ProcessOFF
357,02/04/2019 08:28 AM,32,FanOff,53,67,ExhFanOFF,44,LightOFF,60,PumpOff,ProcessOFF
358,02/04/2019 08:27 AM,32,FanOff,53,68,ExhFanOFF,241,LightOFF,60,PumpOff,ProcessOFF
359,02/04/2019 08:27 AM,32,FanOff,53,67,ExhFanOFF,239,LightOFF,60,PumpOff,ProcessOFF
360,02/04/2019 08:26 AM,32,FanOff,53,68,ExhFanOFF,61,LightOFF,60,PumpOff,ProcessOFF
361,02/04/2019 08:25 AM,32,FanOff,53,68,ExhFanOFF,61,LightOFF,60,PumpOff,ProcessOFF
362,02/04/2019 08:25 AM,32,FanOff,53,68,ExhFanOFF,251,LightOFF,60,PumpOff,ProcessOFF
363,02/04/2019 08:24 AM,32,FanOff,52,68,ExhFanOFF,89,LightOFF,60,PumpOff,ProcessOFF
364,02/04/2019 08:24 AM,32,FanOff,52,68,ExhFanOFF,68,LightOFF,60,PumpOff,ProcessOFF
365,02/04/2019 08:23 AM,32,FanOff,52,68,ExhFanOFF,45,LightOFF,60,PumpOff,ProcessOFF
366,02/04/2019 08:22 AM,32,FanOff,52,67,ExhFanOFF,241,LightOFF,60,PumpOff,ProcessOFF
367,02/04/2019 08:22 AM,32,FanOff,52,68,ExhFanOFF,63,LightOFF,60,PumpOff,ProcessOFF
368,02/04/2019 08:21 AM,32,FanOff,51,67,ExhFanOFF,58,LightOFF,60,PumpOff,ProcessOFF
369,02/04/2019 08:21 AM,33,FanOff,52,63,ExhFanOFF,43,LightOFF,60,PumpOff,ProcessOFF
370,02/04/2019 08:20 AM,33,FanOff,51,66,ExhFanOFF,548,LightOn,60,PumpOff,ProcessOFF
371,02/04/2019 08:19 AM,33,FanOff,50,65,ExhFanOFF,246,LightOFF,40,PumpOn,ProcessOFF
372,02/04/2019 08:19 AM,33,FanOff,50,65,ExhFanOFF,323,LightOFF,60,PumpOff,ProcessOFF
373,02/04/2019 08:18 AM,33,FanOff,49,64,ExhFanOFF,113,LightOFF,45,PumpOff,ProcessOFF
374,02/04/2019 08:17 AM,33,FanOff,49,63,ExhFanOFF,39,LightOFF,40,PumpOn,ProcessOFF
375,02/04/2019 08:17 AM,33,FanOff,49,61,ExhFanOFF,59,LightOFF,40,PumpOn,ProcessOFF
376,02/04/2019 08:16 AM,33,FanOff,50,63,ExhFanOFF,549,LightOn,100,PumpOff,ProcessOFF
377,02/04/2019 08:15 AM,33,FanOff,49,63,ExhFanOFF,106,LightOFF,75,PumpOff,ProcessOFF
378,02/04/2019 08:15 AM,33,FanOff,49,63,ExhFanOFF,351,LightOFF,75,PumpOff,ProcessOFF
379,02/04/2019 08:14 AM,33,FanOff,50,65,ExhFanOFF,140,LightOFF,75,PumpOff,ProcessOFF
380,02/04/2019 08:02 AM,33,FanOff,47,60,ExhFanOFF,165,LightOFF,75,PumpOff,ProcessOFF
381,02/04/2019 08:02 AM,33,FanOff,47,60,ExhFanOFF,91,LightOFF,75,PumpOff,ProcessOFF
382,02/04/2019 08:01 AM,34,FanOff,47,59,ExhFanOFF,195,LightOFF,75,PumpOff,ProcessOFF
383,02/04/2019 08:01 AM,34,FanOff,47,59,ExhFanOFF,199,LightOFF,75,PumpOff,ProcessOFF
384,02/04/2019 08:00 AM,34,FanOff,46,59,ExhFanOFF,41,LightOFF,75,PumpOff,ProcessOFF
385,02/04/2019 07:59 AM,34,FanOff,46,59,ExhFanOFF,200,LightOFF,75,PumpOff,ProcessOFF
386,02/04/2019 07:59 AM,34,FanOff,46,59,ExhFanOFF,138,LightOFF,75,PumpOff,ProcessOFF
387,02/04/2019 07:58 AM,34,FanOff,46,59,ExhFanOFF,93,LightOFF,75,PumpOff,ProcessOFF
388,02/04/2019 07:58 AM,34,FanOff,46,59,ExhFanOFF,98,LightOFF,75,PumpOff,ProcessOFF
389,02/04/2019 07:57 AM,34,FanOff,46,58,ExhFanOFF,41,LightOFF,75,PumpOff,ProcessOFF
390,02/04/2019 07:56 AM,34,FanOff,46,58,ExhFanOFF,133,LightOFF,75,PumpOff,ProcessOFF
391,02/04/2019 07:56 AM,34,FanOff,46,58,ExhFanOFF,226,LightOFF,75,PumpOff,ProcessOFF
392,02/04/2019 07:55 AM,34,FanOff,46,57,ExhFanOFF,275,LightOFF,40,PumpOn,ProcessOFF
393,02/04/2019 07:55 AM,34,FanOff,46,57,ExhFanOFF,55,LightOFF,75,PumpOff,ProcessOFF
394,02/04/2019 07:54 AM,34,FanOff,46,56,ExhFanOFF,60,LightOFF,75,PumpOff,ProcessOFF
395,02/04/2019 07:53 AM,34,FanOff,46,56,ExhFanOFF,99,LightOFF,75,PumpOff,ProcessOFF
396,02/04/2019 07:53 AM,34,FanOff,46,55,ExhFanOFF,47,LightOFF,75,PumpOff,ProcessOFF
397,02/04/2019 07:52 AM,34,FanOff,46,56,ExhFanOFF,38,LightOFF,75,PumpOff,ProcessOFF
398,02/04/2019 07:52 AM,34,FanOff,46,56,ExhFanOFF,216,LightOFF,75,PumpOff,ProcessOFF
399,02/04/2019 07:51 AM,34,FanOff,46,55,ExhFanOFF,195,LightOFF,75,PumpOff,ProcessOFF
400,02/04/2019 07:50 AM,34,FanOff,46,55,ExhFanOFF,237,LightOFF,75,PumpOff,ProcessOFF
401,02/04/2019 07:50 AM,34,FanOff,46,55,ExhFanOFF,50,LightOFF,75,PumpOff,ProcessOFF
402,02/04/2019 07:49 AM,34,FanOff,46,54,ExhFanOFF,75,LightOFF,60,PumpOff,ProcessOFF
403,02/04/2019 07:49 AM,34,FanOff,46,54,ExhFanOFF,37,LightOFF,60,PumpOff,ProcessOFF
404,02/04/2019 07:48 AM,34,FanOff,46,54,ExhFanOFF,224,LightOFF,60,PumpOff,ProcessOFF
405,02/04/2019 07:47 AM,34,FanOff,46,54,ExhFanOFF,235,LightOFF,60,PumpOff,ProcessOFF
406,02/04/2019 07:47 AM,34,FanOff,46,54,ExhFanOFF,45,LightOFF,60,PumpOff,ProcessOFF
407,02/04/2019 07:46 AM,34,FanOff,46,54,ExhFanOFF,226,LightOFF,60,PumpOff,ProcessOFF
408,02/04/2019 07:46 AM,34,FanOff,46,54,ExhFanOFF,205,LightOFF,60,PumpOff,ProcessOFF
409,02/04/2019 07:45 AM,34,FanOff,47,53,ExhFanOFF,112,LightOFF,60,PumpOff,ProcessOFF
410,02/04/2019 07:44 AM,34,FanOff,47,53,ExhFanOFF,241,LightOFF,60,PumpOff,ProcessOFF
411,02/04/2019 07:44 AM,34,FanOff,47,53,ExhFanOFF,64,LightOFF,60,PumpOff,ProcessOFF
412,02/04/2019 07:43 AM,34,FanOff,47,53,ExhFanOFF,39,LightOFF,60,PumpOff,ProcessOFF
413,02/04/2019 07:43 AM,33,FanOff,47,53,ExhFanOFF,52,LightOFF,60,PumpOff,ProcessOFF
414,02/04/2019 07:42 AM,33,FanOff,47,53,ExhFanOFF,242,LightOFF,60,PumpOff,ProcessOFF
415,02/04/2019 07:41 AM,33,FanOff,47,53,ExhFanOFF,177,LightOFF,60,PumpOff,ProcessOFF
416,02/04/2019 07:41 AM,33,FanOff,47,53,ExhFanOFF,204,LightOFF,60,PumpOff,ProcessOFF
417,02/04/2019 07:40 AM,33,FanOff,48,53,ExhFanOFF,93,LightOFF,60,PumpOff,ProcessOFF
418,02/04/2019 07:40 AM,33,FanOff,48,53,ExhFanOFF,236,LightOFF,60,PumpOff,ProcessOFF
419,02/04/2019 07:39 AM,33,FanOff,48,53,ExhFanOFF,135,LightOFF,60,PumpOff,ProcessOFF
420,02/04/2019 07:38 AM,33,FanOff,48,53,ExhFanOFF,50,LightOFF,60,PumpOff,ProcessOFF
421,02/04/2019 07:38 AM,33,FanOff,48,53,ExhFanOFF,44,LightOFF,60,PumpOff,ProcessOFF
422,02/04/2019 07:37 AM,33,FanOff,48,53,ExhFanOFF,122,LightOFF,60,PumpOff,ProcessOFF
423,02/04/2019 07:37 AM,33,FanOff,49,53,ExhFanOFF,234,LightOFF,60,PumpOff,ProcessOFF
424,02/04/2019 07:36 AM,33,FanOff,49,53,ExhFanOFF,47,LightOFF,60,PumpOff,ProcessOFF
425,02/04/2019 07:35 AM,33,FanOff,49,53,ExhFanOFF,46,LightOFF,60,PumpOff,ProcessOFF
426,02/04/2019 07:35 AM,33,FanOff,49,53,ExhFanOFF,143,LightOFF,60,PumpOff,ProcessOFF
427,02/04/2019 07:34 AM,32,FanOff,49,53,ExhFanOFF,224,LightOFF,60,PumpOff,ProcessOFF
428,02/04/2019 07:34 AM,32,FanOff,49,53,ExhFanOFF,244,LightOFF,60,PumpOff,ProcessOFF
429,02/04/2019 07:33 AM,32,FanOff,50,53,ExhFanOFF,228,LightOFF,60,PumpOff,ProcessOFF
430,02/04/2019 07:32 AM,32,FanOff,50,53,ExhFanOFF,36,LightOFF,60,PumpOff,ProcessOFF
431,02/04/2019 07:32 AM,32,FanOff,51,53,ExhFanOFF,237,LightOFF,60,PumpOff,ProcessOFF
432,02/04/2019 07:31 AM,32,FanOff,56,53,ExhFanOFF,38,LightOFF,60,PumpOff,ProcessOFF
433,02/04/2019 07:31 AM,32,FanOff,49,54,ExhFanOFF,211,LightOFF,60,PumpOff,ProcessOFF
434,02/04/2019 07:30 AM,32,FanOff,49,53,ExhFanOFF,212,LightOFF,60,PumpOff,ProcessOFF
435,02/04/2019 07:29 AM,33,FanOff,49,53,ExhFanOFF,37,LightOFF,60,PumpOff,ProcessOFF
436,02/04/2019 07:29 AM,33,FanOff,49,54,ExhFanOFF,220,LightOFF,60,PumpOff,ProcessOFF
437,02/04/2019 07:28 AM,33,FanOff,48,54,ExhFanOFF,221,LightOFF,60,PumpOff,ProcessOFF
438,02/04/2019 07:28 AM,33,FanOff,48,54,ExhFanOFF,213,LightOFF,60,PumpOff,ProcessOFF
439,02/04/2019 07:27 AM,33,FanOff,48,53,ExhFanOFF,210,LightOFF,60,PumpOff,ProcessOFF
440,02/04/2019 07:27 AM,33,FanOff,48,54,ExhFanOFF,129,LightOFF,60,PumpOff,ProcessOFF
441,02/04/2019 07:26 AM,33,FanOff,48,53,ExhFanOFF,38,LightOFF,60,PumpOff,ProcessOFF
442,02/04/2019 07:25 AM,33,FanOff,48,53,ExhFanOFF,209,LightOFF,60,PumpOff,ProcessOFF
443,02/04/2019 07:25 AM,33,FanOff,48,53,ExhFanOFF,210,LightOFF,60,PumpOff,ProcessOFF
444,02/04/2019 07:24 AM,33,FanOff,48,53,ExhFanOFF,39,LightOFF,60,PumpOff,ProcessOFF
445,02/04/2019 07:24 AM,33,FanOff,48,54,ExhFanOFF,210,LightOFF,60,PumpOff,ProcessOFF
446,02/04/2019 07:23 AM,33,FanOff,48,54,ExhFanOFF,207,LightOFF,60,PumpOff,ProcessOFF
447,02/04/2019 07:22 AM,33,FanOff,48,53,ExhFanOFF,67,LightOFF,60,PumpOff,ProcessOFF
448,02/04/2019 07:22 AM,33,FanOff,48,54,ExhFanOFF,210,LightOFF,60,PumpOff,ProcessOFF
449,02/04/2019 07:21 AM,33,FanOff,48,55,ExhFanOFF,122,LightOFF,60,PumpOff,ProcessOFF
450,02/04/2019 07:21 AM,33,FanOff,48,54,ExhFanOFF,142,LightOFF,60,PumpOff,ProcessOFF
451,02/04/2019 07:20 AM,33,FanOff,48,55,ExhFanOFF,193,LightOFF,60,PumpOff,ProcessOFF
452,02/04/2019 07:19 AM,33,FanOff,48,55,ExhFanOFF,208,LightOFF,60,PumpOff,ProcessOFF
453,02/04/2019 07:19 AM,33,FanOff,48,55,ExhFanOFF,195,LightOFF,60,PumpOff,ProcessOFF
454,02/04/2019 07:18 AM,33,FanOff,47,56,ExhFanOFF,481,LightOFF,60,PumpOff,ProcessOFF
455,02/04/2019 07:18 AM,33,FanOff,47,56,ExhFanOFF,219,LightOFF,60,PumpOff,ProcessOFF
456,02/04/2019 07:17 AM,33,FanOff,47,56,ExhFanOFF,49,LightOFF,60,PumpOff,ProcessOFF
457,02/04/2019 07:16 AM,33,FanOff,47,56,ExhFanOFF,216,LightOFF,60,PumpOff,ProcessOFF
458,02/04/2019 07:16 AM,33,FanOff,47,57,ExhFanOFF,39,LightOFF,60,PumpOff,ProcessOFF
459,02/04/2019 07:15 AM,33,FanOff,47,56,ExhFanOFF,51,LightOFF,60,PumpOff,ProcessOFF
460,02/04/2019 07:15 AM,33,FanOff,47,55,ExhFanOFF,219,LightOFF,60,PumpOff,ProcessOFF
461,02/04/2019 07:14 AM,33,FanOff,47,52,ExhFanOFF,59,LightOFF,60,PumpOff,ProcessOFF
462,02/04/2019 07:13 AM,33,FanOff,47,51,ExhFanOFF,209,LightOFF,60,PumpOff,ProcessOFF
463,02/04/2019 07:13 AM,33,FanOff,47,51,ExhFanOFF,38,LightOFF,60,PumpOff,ProcessOFF
464,02/04/2019 07:12 AM,33,FanOff,47,51,ExhFanOFF,41,LightOFF,60,PumpOff,ProcessOFF
465,02/04/2019 07:12 AM,33,FanOff,47,52,ExhFanOFF,63,LightOFF,60,PumpOff,ProcessOFF
466,02/04/2019 07:11 AM,33,FanOff,47,52,ExhFanOFF,215,LightOFF,60,PumpOff,ProcessOFF
467,02/04/2019 07:10 AM,33,FanOff,47,52,ExhFanOFF,139,LightOFF,60,PumpOff,ProcessOFF
468,02/04/2019 07:10 AM,33,FanOff,47,51,ExhFanOFF,84,LightOFF,60,PumpOff,ProcessOFF
469,02/04/2019 07:09 AM,33,FanOff,47,51,ExhFanOFF,219,LightOFF,60,PumpOff,ProcessOFF
470,02/04/2019 07:09 AM,33,FanOff,47,51,ExhFanOFF,219,LightOFF,60,PumpOff,ProcessOFF
471,02/04/2019 07:08 AM,33,FanOff,47,50,ExhFanOFF,35,LightOFF,60,PumpOff,ProcessOFF
472,02/04/2019 07:07 AM,33,FanOff,47,50,ExhFanOFF,90,LightOFF,60,PumpOff,ProcessOFF
473,02/04/2019 07:07 AM,33,FanOff,47,50,ExhFanOFF,189,LightOFF,60,PumpOff,ProcessOFF
474,02/04/2019 07:06 AM,33,FanOff,47,50,ExhFanOFF,206,LightOFF,60,PumpOff,ProcessOFF
475,02/04/2019 07:06 AM,33,FanOff,47,50,ExhFanOFF,59,LightOFF,60,PumpOff,ProcessOFF
476,02/04/2019 07:05 AM,33,FanOff,47,50,ExhFanOFF,45,LightOFF,60,PumpOff,ProcessOFF
477,02/04/2019 07:04 AM,33,FanOff,47,50,ExhFanOFF,70,LightOFF,60,PumpOff,ProcessOFF
478,02/04/2019 07:04 AM,33,FanOff,48,50,ExhFanOFF,333,LightOFF,60,PumpOff,ProcessOFF
479,02/04/2019 07:03 AM,32,FanOff,47,50,ExhFanOFF,385,LightOFF,60,PumpOff,ProcessON
480,02/04/2019 07:01 AM,32,FanOff,47,50,ExhFanOFF,223,LightOFF,60,PumpOff,ProcessOFF
481,02/04/2019 07:00 AM,32,FanOff,47,50,ExhFanOFF,399,LightOFF,60,PumpOff,ProcessOFF
482,02/04/2019 06:59 AM,32,FanOff,47,50,ExhFanOFF,404,LightOFF,40,PumpOn,ProcessOFF
483,02/04/2019 06:59 AM,32,FanOff,47,50,ExhFanOFF,353,LightOFF,75,PumpOff,ProcessOFF
484,02/04/2019 06:58 AM,32,FanOff,47,50,ExhFanOFF,401,LightOFF,75,PumpOff,ProcessOFF
485,02/04/2019 06:58 AM,32,FanOff,48,50,ExhFanOFF,555,LightOFF,75,PumpOff,ProcessOFF
486,02/04/2019 06:57 AM,32,FanOff,47,51,ExhFanOFF,400,LightOFF,75,PumpOff,ProcessOFF
487,02/04/2019 06:56 AM,32,FanOff,48,51,ExhFanOFF,505,LightOFF,75,PumpOff,ProcessOFF
488,02/04/2019 06:56 AM,32,FanOff,48,51,ExhFanOFF,557,LightOFF,75,PumpOff,ProcessOFF
489,02/04/2019 06:55 AM,32,FanOff,48,51,ExhFanOFF,399,LightOFF,75,PumpOff,ProcessOFF
490,02/04/2019 06:55 AM,32,FanOff,48,50,ExhFanOFF,405,LightOFF,75,PumpOff,ProcessOFF
491,02/04/2019 06:54 AM,32,FanOff,48,50,ExhFanOFF,403,LightOFF,75,PumpOff,ProcessOFF
492,02/04/2019 06:53 AM,32,FanOff,48,51,ExhFanOFF,558,LightOFF,75,PumpOff,ProcessOFF
493,02/04/2019 06:53 AM,33,FanOff,49,51,ExhFanOFF,436,LightOFF,75,PumpOff,ProcessOFF
494,02/04/2019 06:52 AM,33,FanOff,49,52,ExhFanOFF,516,LightOFF,75,PumpOff,ProcessOFF
495,02/04/2019 06:52 AM,33,FanOff,49,51,ExhFanOFF,510,LightOFF,75,PumpOff,ProcessOFF
496,02/04/2019 06:51 AM,33,FanOff,51,51,ExhFanOFF,403,LightOFF,75,PumpOff,ProcessOFF
497,02/04/2019 06:50 AM,33,FanOff,69,51,ExhFanOFF,391,LightOFF,75,PumpOff,ProcessOFF
498,02/04/2019 06:50 AM,32,FanOff,68,51,ExhFanOFF,468,LightOFF,75,PumpOff,ProcessOFF
499,02/04/2019 06:49 AM,32,FanOff,50,52,ExhFanOFF,525,LightOFF,75,PumpOff,ProcessOFF
500,02/04/2019 06:49 AM,32,FanOff,50,51,ExhFanOFF,487,LightOFF,75,PumpOff,ProcessOFF
501,02/04/2019 06:48 AM,32,FanOff,50,52,ExhFanOFF,477,LightOFF,75,PumpOff,ProcessOFF
502,02/04/2019 06:47 AM,32,FanOff,50,53,ExhFanOFF,505,LightOFF,75,PumpOff,ProcessOFF
503,02/04/2019 06:47 AM,32,FanOff,50,52,ExhFanOFF,475,LightOFF,75,PumpOff,ProcessOFF
504,02/04/2019 06:46 AM,32,FanOff,50,53,ExhFanOFF,465,LightOFF,75,PumpOff,ProcessOFF
505,02/04/2019 06:46 AM,32,FanOff,50,53,ExhFanOFF,551,LightOFF,75,PumpOff,ProcessOFF
506,02/04/2019 06:45 AM,32,FanOff,50,53,ExhFanOFF,394,LightOFF,75,PumpOff,ProcessOFF
507,02/04/2019 06:44 AM,32,FanOff,50,54,ExhFanOFF,560,LightOFF,75,PumpOff,ProcessOFF
508,02/04/2019 06:44 AM,32,FanOff,50,54,ExhFanOFF,551,LightOFF,75,PumpOff,ProcessOFF
509,02/04/2019 06:43 AM,32,FanOff,50,54,ExhFanOFF,554,LightOFF,75,PumpOff,ProcessOFF
510,02/04/2019 06:43 AM,32,FanOff,50,54,ExhFanOFF,560,LightOFF,75,PumpOff,ProcessOFF
511,02/04/2019 06:42 AM,32,FanOff,50,55,ExhFanOFF,557,LightOFF,75,PumpOff,ProcessOFF
512,02/04/2019 06:41 AM,32,FanOff,50,55,ExhFanOFF,457,LightOFF,75,PumpOff,ProcessOFF
513,02/04/2019 06:40 AM,32,FanOff,50,55,ExhFanOFF,490,LightOFF,75,PumpOff,ProcessOFF
514,02/04/2019 06:40 AM,32,FanOff,50,56,ExhFanOFF,392,LightOFF,75,PumpOff,ProcessOFF
515,02/04/2019 06:39 AM,32,FanOff,50,56,ExhFanOFF,447,LightOFF,75,PumpOff,ProcessOFF
516,02/04/2019 06:38 AM,32,FanOff,50,56,ExhFanOFF,398,LightOFF,75,PumpOff,ProcessOFF
517,02/04/2019 06:38 AM,32,FanOff,50,57,ExhFanOFF,562,LightOFF,40,PumpOn,ProcessOFF
518,02/04/2019 06:37 AM,32,FanOff,50,53,ExhFanOFF,450,LightOFF,75,PumpOff,ProcessOFF
519,02/04/2019 06:37 AM,32,FanOff,50,57,ExhFanOFF,555,LightOFF,75,PumpOff,ProcessOFF
520,02/04/2019 06:35 AM,32,FanOff,50,61,ExhFanOFF,459,LightOFF,75,PumpOff,ProcessOFF
521,02/04/2019 06:17 AM,32,FanOff,51,48,ExhFanOFF,493,LightOFF,75,PumpOff,ProcessON
522,02/04/2019 06:11 AM,32,FanOff,51,48,ExhFanOFF,493,LightOFF,75,PumpOff,ProcessON
523,02/04/2019 06:09 AM,32,FanOff,51,49,ExhFanOFF,377,LightOFF,75,PumpOff,ProcessON
524,02/04/2019 06:06 AM,32,FanOff,51,50,ExhFanOFF,554,LightOFF,75,PumpOff,ProcessON
525,02/04/2019 06:04 AM,32,FanOff,51,51,ExhFanOFF,375,LightOFF,75,PumpOff,ProcessON
526,02/04/2019 05:59 AM,32,FanOff,51,48,ExhFanOFF,404,LightOn,75,PumpOff,ProcessOFF
527,02/04/2019 05:59 AM,32,FanOff,51,48,ExhFanOFF,475,LightOn,75,PumpOff,ProcessOFF
528,02/04/2019 05:58 AM,32,FanOff,51,48,ExhFanOFF,387,LightOn,75,PumpOff,ProcessOFF
529,02/04/2019 05:57 AM,32,FanOff,51,48,ExhFanOFF,556,LightOn,75,PumpOff,ProcessOFF
530,02/04/2019 05:57 AM,32,FanOff,51,48,ExhFanOFF,386,LightOn,75,PumpOff,ProcessOFF
531,02/04/2019 05:56 AM,32,FanOff,51,48,ExhFanOFF,550,LightOn,75,PumpOff,ProcessOFF
532,02/04/2019 05:56 AM,32,FanOff,51,49,ExhFanOFF,555,LightOn,75,PumpOff,ProcessOFF
533,02/04/2019 05:55 AM,32,FanOff,51,48,ExhFanOFF,389,LightOn,75,PumpOff,ProcessOFF
534,02/04/2019 05:54 AM,32,FanOff,51,49,ExhFanOFF,530,LightOn,75,PumpOff,ProcessOFF
535,02/04/2019 05:54 AM,32,FanOff,51,48,ExhFanOFF,557,LightOn,75,PumpOff,ProcessOFF
536,02/04/2019 05:53 AM,32,FanOff,51,48,ExhFanOFF,386,LightOn,75,PumpOff,ProcessOFF
537,02/04/2019 05:53 AM,32,FanOff,51,49,ExhFanOFF,437,LightOn,75,PumpOff,ProcessOFF
538,02/04/2019 05:52 AM,32,FanOff,51,49,ExhFanOFF,412,LightOn,75,PumpOff,ProcessOFF
539,02/04/2019 05:51 AM,32,FanOff,51,49,ExhFanOFF,557,LightOn,75,PumpOff,ProcessOFF
540,02/04/2019 05:51 AM,32,FanOff,51,49,ExhFanOFF,456,LightOn,75,PumpOff,ProcessOFF
541,02/04/2019 05:50 AM,32,FanOff,51,49,ExhFanOFF,554,LightOn,75,PumpOff,ProcessOFF
542,02/04/2019 05:50 AM,32,FanOff,51,48,ExhFanOFF,461,LightOn,75,PumpOff,ProcessOFF
543,02/04/2019 05:49 AM,32,FanOff,51,49,ExhFanOFF,425,LightOn,75,PumpOff,ProcessOFF
544,02/04/2019 05:49 AM,32,FanOff,51,49,ExhFanOFF,557,LightOn,75,PumpOff,ProcessOFF
545,02/04/2019 05:48 AM,32,FanOff,52,49,ExhFanOFF,519,LightOn,75,PumpOff,ProcessOFF
546,02/04/2019 05:47 AM,32,FanOff,52,49,ExhFanOFF,387,LightOn,75,PumpOff,ProcessOFF
547,02/04/2019 05:47 AM,32,FanOff,52,50,ExhFanOFF,420,LightOn,75,PumpOff,ProcessOFF
548,02/04/2019 05:46 AM,32,FanOff,52,50,ExhFanOFF,387,LightOn,75,PumpOff,ProcessOFF
549,02/04/2019 05:46 AM,32,FanOff,52,49,ExhFanOFF,492,LightOn,75,PumpOff,ProcessOFF
550,02/04/2019 05:45 AM,32,FanOff,52,49,ExhFanOFF,442,LightOn,75,PumpOff,ProcessOFF
551,02/04/2019 05:44 AM,32,FanOff,52,49,ExhFanOFF,536,LightOn,75,PumpOff,ProcessOFF
552,02/04/2019 05:44 AM,32,FanOff,52,49,ExhFanOFF,449,LightOn,75,PumpOff,ProcessOFF
553,02/04/2019 05:43 AM,32,FanOff,52,50,ExhFanOFF,519,LightOn,75,PumpOff,ProcessOFF
554,02/04/2019 05:43 AM,32,FanOff,52,50,ExhFanOFF,416,LightOn,75,PumpOff,ProcessOFF
555,02/04/2019 05:42 AM,32,FanOff,52,50,ExhFanOFF,389,LightOn,75,PumpOff,ProcessOFF
556,02/04/2019 05:41 AM,32,FanOff,52,49,ExhFanOFF,501,LightOn,75,PumpOff,ProcessOFF
557,02/04/2019 05:41 AM,32,FanOff,52,50,ExhFanOFF,386,LightOn,75,PumpOff,ProcessOFF
558,02/04/2019 05:40 AM,32,FanOff,52,49,ExhFanOFF,553,LightOn,75,PumpOff,ProcessOFF
559,02/04/2019 05:40 AM,32,FanOff,52,49,ExhFanOFF,558,LightOn,75,PumpOff,ProcessOFF
560,02/04/2019 05:39 AM,32,FanOff,52,48,ExhFanOFF,373,LightOn,75,PumpOff,ProcessOFF
561,02/04/2019 05:38 AM,32,FanOff,52,48,ExhFanOFF,559,LightOn,75,PumpOff,ProcessOFF
562,02/04/2019 05:38 AM,32,FanOff,52,49,ExhFanOFF,375,LightOn,75,PumpOff,ProcessOFF
563,02/04/2019 05:37 AM,32,FanOff,51,52,ExhFanOFF,376,LightOn,75,PumpOff,ProcessOFF
564,02/04/2019 05:34 AM,32,FanOff,51,51,ExhFanOFF,563,LightOn,100,PumpOff,ProcessOFF
565,02/04/2019 05:33 AM,32,FanOff,51,55,ExhFanOFF,424,LightOn,75,PumpOff,ProcessOFF
566,02/04/2019 05:32 AM,32,FanOff,51,55,ExhFanOFF,431,LightOn,75,PumpOff,ProcessOFF
567,02/04/2019 05:32 AM,32,FanOff,51,61,ExhFanOFF,474,LightOn,75,PumpOff,ProcessOFF
568,02/04/2019 05:31 AM,32,FanOff,51,55,ExhFanOFF,399,LightOn,75,PumpOff,ProcessOFF
569,02/04/2019 05:31 AM,32,FanOff,51,55,ExhFanOFF,540,LightOn,75,PumpOff,ProcessOFF
570,02/04/2019 05:30 AM,32,FanOff,51,54,ExhFanOFF,541,LightOn,75,PumpOff,ProcessOFF
571,02/04/2019 05:29 AM,32,FanOff,51,53,ExhFanOFF,447,LightOn,75,PumpOff,ProcessOFF
572,02/04/2019 05:29 AM,32,FanOff,51,54,ExhFanOFF,485,LightOn,75,PumpOff,ProcessOFF
573,02/04/2019 05:28 AM,32,FanOff,51,53,ExhFanOFF,419,LightOn,75,PumpOff,ProcessOFF
